BGD,total cost mil. (b=0% ssp2_2030),0.0
BGD,income per adult (b=0% ssp2_2030),0.0
BGD,total cost mil. (b=0% ssp4_2030),0.0
BGD,income per adult (b=0% ssp4_2030),0.0
BGD,total cost mil. (b=2% ssp2_2030),6213.844914812399
BGD,income per adult (b=2% ssp2_2030),44.5786394525611
BGD,total cost mil. (b=2% ssp4_2030),5549.315706378466
BGD,income per adult (b=2% ssp4_2030),40.10328232587332
BGD,total cost mil. (b=0% ssp2_2050),0.0
BGD,income per adult (b=0% ssp2_2050),0.0
IDN,total cost mil. (b=0% ssp2_2030),0.0
IDN,income per adult (b=0% ssp2_2030),0.0
IDN,total cost mil. (b=0% ssp4_2030),0.0
IDN,income per adult (b=0% ssp4_2030),0.0
IDN,total cost mil. (b=0% ssp2_2050),0.0
IDN,income per adult (b=0% ssp2_2050),0.0
SDN,total cost mil. (b=0% ssp2_2030),0.0
SDN,income per adult (b=0% ssp2_2030),0.0
SDN,total cost mil. (b=0% ssp4_2030),0.0
SDN,income per adult (b=0% ssp4_2030),0.0
SDN,total cost mil. (b=0% ssp2_2050),0.0
SDN,income per adult (b=0% ssp2_2050),0.0
RWA,total cost mil. (b=0% ssp2_2030),0.0
RWA,income per adult (b=0% ssp2_2030),0.0
RWA,total cost mil. (b=0% ssp4_2030),0.0
RWA,income per adult (b=0% ssp4_2030),0.0
RWA,total cost mil. (b=0% ssp2_2050),0.0
RWA,income per adult (b=0% ssp2_2050),0.0
VNM,total cost mil. (b=0% ssp2_2030),0.0
VNM,income per adult (b=0% ssp2_2030),0.0
VNM,total cost mil. (b=0% ssp4_2030),0.0
VNM,income per adult (b=0% ssp4_2030),0.0
VNM,total cost mil. (b=0% ssp2_2050),0.0
VNM,income per adult (b=0% ssp2_2050),0.0
TUN,total cost mil. (b=0% ssp2_2030),0.0
TUN,income per adult (b=0% ssp2_2030),0.0
TUN,total cost mil. (b=0% ssp4_2030),0.0
TUN,income per adult (b=0% ssp4_2030),0.0
TUN,total cost mil. (b=0% ssp2_2050),0.0
TUN,income per adult (b=0% ssp2_2050),0.0
LAO,total cost mil. (b=0% ssp2_2030),0.0
LAO,income per adult (b=0% ssp2_2030),0.0
LAO,total cost mil. (b=0% ssp4_2030),0.0
LAO,income per adult (b=0% ssp4_2030),0.0
LAO,total cost mil. (b=0% ssp2_2050),0.0
LAO,income per adult (b=0% ssp2_2050),0.0
MOZ,total cost mil. (b=0% ssp2_2030),0.0
BFA,total cost mil. (b=0% ssp2_2030),0.0
BFA,income per adult (b=0% ssp2_2030),0.0
BFA,total cost mil. (b=0% ssp4_2030),0.0
BFA,income per adult (b=0% ssp4_2030),0.0
BFA,total cost mil. (b=0% ssp2_2050),0.0
BFA,income per adult (b=0% ssp2_2050),0.0
MRT,total cost mil. (b=0% ssp2_2030),0.0
MRT,income per adult (b=0% ssp2_2030),0.0
MRT,total cost mil. (b=0% ssp4_2030),0.0
MRT,income per adult (b=0% ssp4_2030),0.0
MRT,total cost mil. (b=0% ssp2_2050),0.0
MRT,income per adult (b=0% ssp2_2050),0.0
ARG,total cost mil. (b=0% ssp2_2030),0.0
MEX,total cost mil. (b=0% ssp2_2030),0.0
MEX,income per adult (b=0% ssp2_2030),0.0
MEX,total cost mil. (b=0% ssp4_2030),0.0
MEX,income per adult (b=0% ssp4_2030),0.0
MEX,total cost mil. (b=0% ssp2_2050),0.0
MEX,income per adult (b=0% ssp2_2050),0.0
PNG,total cost mil. (b=0% ssp2_2030),0.0
PNG,income per adult (b=0% ssp2_2030),0.0
PNG,total cost mil. (b=0% ssp4_2030),0.0
PNG,income per adult (b=0% ssp4_2030),0.0
PNG,total cost mil. (b=0% ssp2_2050),0.0
PNG,income per adult (b=0% ssp2_2050),0.0
HND,total cost mil. (b=0% ssp2_2030),0.0
HND,income per adult (b=0% ssp2_2030),0.0
HND,total cost mil. (b=0% ssp4_2030),0.0
HND,income per adult (b=0% ssp4_2030),0.0
HND,total cost mil. (b=0% ssp2_2050),0.0
HND,income per adult (b=0% ssp2_2050),0.0
SLV,total cost mil. (b=0% ssp2_2030),0.0
SLV,income per adult (b=0% ssp2_2030),0.0
SLV,total cost mil. (b=0% ssp4_2030),0.0
SLV,income per adult (b=0% ssp4_2030),0.0
SLV,total cost mil. (b=0% ssp2_2050),0.0
SLV,income per adult (b=0% ssp2_2050),0.0
SLB,total cost mil. (b=0% ssp2_2030),0.0
SLB,income per adult (b=0% ssp2_2030),0.0
SLB,total cost mil. (b=0% ssp4_2030),0.0
SLB,income per adult (b=0% ssp4_2030),0.0
SLB,total cost mil. (b=0% ssp2_2050),0.0
SLB,income per adult (b=0% ssp2_2050),0.0
PAN,total cost mil. (b=0% ssp2_2030),0.0
PAN,income per adult (b=0% ssp2_2030),0.0
PAN,total cost mil. (b=0% ssp4_2030),0.0
PAN,income per adult (b=0% ssp4_2030),0.0
PAN,total cost mil. (b=0% ssp2_2050),0.0
PAN,income per adult (b=0% ssp2_2050),0.0
TON,total cost mil. (b=0% ssp2_2030),0.0
TON,income per adult (b=0% ssp2_2030),0.0
TON,total cost mil. (b=0% ssp4_2030),0.0
TON,income per adult (b=0% ssp4_2030),0.0
TON,total cost mil. (b=0% ssp2_2050),0.0
TON,income per adult (b=0% ssp2_2050),0.0
MDG,total cost mil. (b=0% ssp2_2030),0.0
MDG,income per adult (b=0% ssp2_2030),0.0
MDG,total cost mil. (b=0% ssp4_2030),0.0
MDG,income per adult (b=0% ssp4_2030),0.0
MDG,total cost mil. (b=0% ssp2_2050),0.0
MDG,income per adult (b=0% ssp2_2050),0.0
GMB,total cost mil. (b=0% ssp2_2030),0.0
GMB,income per adult (b=0% ssp2_2030),0.0
GMB,total cost mil. (b=0% ssp4_2030),0.0
GMB,income per adult (b=0% ssp4_2030),0.0
GMB,total cost mil. (b=0% ssp2_2050),0.0
GMB,income per adult (b=0% ssp2_2050),0.0
LBN,total cost mil. (b=0% ssp2_2030),0.0
GTM,total cost mil. (b=0% ssp2_2030),0.0
GTM,income per adult (b=0% ssp2_2030),0.0
GTM,total cost mil. (b=0% ssp4_2030),0.0
GTM,income per adult (b=0% ssp4_2030),0.0
GTM,total cost mil. (b=0% ssp2_2050),0.0
GTM,income per adult (b=0% ssp2_2050),0.0
PHL,total cost mil. (b=0% ssp2_2030),0.0
PHL,income per adult (b=0% ssp2_2030),0.0
PHL,total cost mil. (b=0% ssp4_2030),0.0
PHL,income per adult (b=0% ssp4_2030),0.0
PHL,total cost mil. (b=0% ssp2_2050),0.0
PHL,income per adult (b=0% ssp2_2050),0.0
MYS,total cost mil. (b=0% ssp2_2030),0.0
MYS,income per adult (b=0% ssp2_2030),0.0
MYS,total cost mil. (b=0% ssp4_2030),0.0
MYS,income per adult (b=0% ssp4_2030),0.0
MYS,total cost mil. (b=0% ssp2_2050),0.0
MYS,income per adult (b=0% ssp2_2050),0.0
ARM,total cost mil. (b=0% ssp2_2030),0.0
ARM,income per adult (b=0% ssp2_2030),0.0
ARM,total cost mil. (b=0% ssp4_2030),0.0
ARM,income per adult (b=0% ssp4_2030),0.0
ARM,total cost mil. (b=0% ssp2_2050),0.0
ARM,income per adult (b=0% ssp2_2050),0.0
CAF,total cost mil. (b=0% ssp2_2030),0.0
CAF,income per adult (b=0% ssp2_2030),0.0
CAF,total cost mil. (b=0% ssp4_2030),0.0
CAF,income per adult (b=0% ssp4_2030),0.0
CAF,total cost mil. (b=0% ssp2_2050),0.0
CAF,income per adult (b=0% ssp2_2050),0.0
JOR,total cost mil. (b=0% ssp2_2030),0.0
JOR,income per adult (b=0% ssp2_2030),0.0
JOR,total cost mil. (b=0% ssp4_2030),0.0
JOR,income per adult (b=0% ssp4_2030),0.0
JOR,total cost mil. (b=0% ssp2_2050),0.0
JOR,income per adult (b=0% ssp2_2050),0.0
DJI,total cost mil. (b=0% ssp2_2030),0.0
DJI,income per adult (b=0% ssp2_2030),0.0
DJI,total cost mil. (b=0% ssp4_2030),0.0
DJI,total cost mil. (b=0% ssp2_2050),0.0
DJI,income per adult (b=0% ssp2_2050),0.0
THA,total cost mil. (b=0% ssp2_2030),0.0
THA,income per adult (b=0% ssp2_2030),0.0
THA,total cost mil. (b=0% ssp4_2030),0.0
THA,income per adult (b=0% ssp4_2030),0.0
THA,total cost mil. (b=0% ssp2_2050),0.0
THA,income per adult (b=0% ssp2_2050),0.0
BEN,total cost mil. (b=0% ssp2_2030),0.0
BEN,income per adult (b=0% ssp2_2030),0.0
BEN,total cost mil. (b=0% ssp4_2030),0.0
BEN,income per adult (b=0% ssp4_2030),0.0
BEN,total cost mil. (b=0% ssp2_2050),0.0
BEN,income per adult (b=0% ssp2_2050),0.0
PAK,total cost mil. (b=0% ssp2_2030),0.0
PAK,income per adult (b=0% ssp2_2030),0.0
PAK,total cost mil. (b=0% ssp4_2030),0.0
PAK,income per adult (b=0% ssp4_2030),0.0
PAK,total cost mil. (b=0% ssp2_2050),0.0
PAK,income per adult (b=0% ssp2_2050),0.0
EGY,total cost mil. (b=0% ssp2_2030),0.0
EGY,income per adult (b=0% ssp2_2030),0.0
EGY,total cost mil. (b=0% ssp4_2030),0.0
EGY,income per adult (b=0% ssp4_2030),0.0
EGY,total cost mil. (b=0% ssp2_2050),0.0
EGY,income per adult (b=0% ssp2_2050),0.0
NAM,total cost mil. (b=0% ssp2_2030),0.0
NAM,income per adult (b=0% ssp2_2030),0.0
NAM,total cost mil. (b=0% ssp4_2030),0.0
NAM,income per adult (b=0% ssp4_2030),0.0
NAM,total cost mil. (b=0% ssp2_2050),0.0
NAM,income per adult (b=0% ssp2_2050),0.0
BOL,total cost mil. (b=0% ssp2_2030),0.0
BOL,income per adult (b=0% ssp2_2030),0.0
BOL,total cost mil. (b=0% ssp4_2030),0.0
BOL,income per adult (b=0% ssp4_2030),0.0
BOL,total cost mil. (b=0% ssp2_2050),0.0
BOL,income per adult (b=0% ssp2_2050),0.0
MDV,total cost mil. (b=0% ssp2_2030),0.0
MDV,income per adult (b=0% ssp2_2030),0.0
MDV,total cost mil. (b=0% ssp4_2030),0.0
MDV,income per adult (b=0% ssp4_2030),0.0
MDV,total cost mil. (b=0% ssp2_2050),0.0
MDV,income per adult (b=0% ssp2_2050),0.0
AGO,total cost mil. (b=0% ssp2_2030),0.0
AGO,income per adult (b=0% ssp2_2030),0.0
AGO,total cost mil. (b=0% ssp4_2030),0.0
AGO,income per adult (b=0% ssp4_2030),0.0
AGO,total cost mil. (b=0% ssp2_2050),0.0
AGO,income per adult (b=0% ssp2_2050),0.0
DOM,total cost mil. (b=0% ssp2_2030),0.0
DOM,income per adult (b=0% ssp2_2030),0.0
DOM,total cost mil. (b=0% ssp4_2030),0.0
DOM,income per adult (b=0% ssp4_2030),0.0
DOM,total cost mil. (b=0% ssp2_2050),0.0
DOM,income per adult (b=0% ssp2_2050),0.0
COD,total cost mil. (b=0% ssp2_2030),0.0
COD,income per adult (b=0% ssp2_2030),0.0
COD,total cost mil. (b=0% ssp4_2030),0.0
COD,income per adult (b=0% ssp4_2030),0.0
COD,total cost mil. (b=0% ssp2_2050),0.0
COD,income per adult (b=0% ssp2_2050),0.0
MAR,total cost mil. (b=0% ssp2_2030),0.0
MAR,income per adult (b=0% ssp2_2030),0.0
MAR,total cost mil. (b=0% ssp4_2030),0.0
MAR,income per adult (b=0% ssp4_2030),0.0
MAR,total cost mil. (b=0% ssp2_2050),0.0
MAR,income per adult (b=0% ssp2_2050),0.0
CHN,total cost mil. (b=0% ssp2_2030),0.0
CHN,income per adult (b=0% ssp2_2030),0.0
CHN,total cost mil. (b=0% ssp4_2030),0.0
CHN,income per adult (b=0% ssp4_2030),0.0
CHN,total cost mil. (b=0% ssp2_2050),0.0
CHN,income per adult (b=0% ssp2_2050),0.0
MKD,total cost mil. (b=0% ssp2_2030),0.0
URY,total cost mil. (b=0% ssp2_2030),0.0
URY,income per adult (b=0% ssp2_2030),0.0
URY,total cost mil. (b=0% ssp4_2030),0.0
URY,income per adult (b=0% ssp4_2030),0.0
URY,total cost mil. (b=0% ssp2_2050),0.0
URY,income per adult (b=0% ssp2_2050),0.0
NER,total cost mil. (b=0% ssp2_2030),0.0
NER,income per adult (b=0% ssp2_2030),0.0
NER,total cost mil. (b=0% ssp4_2030),0.0
NER,income per adult (b=0% ssp4_2030),0.0
NER,total cost mil. (b=0% ssp2_2050),0.0
NER,income per adult (b=0% ssp2_2050),0.0
BRA,total cost mil. (b=0% ssp2_2030),0.0
BRA,income per adult (b=0% ssp2_2030),0.0
BRA,total cost mil. (b=0% ssp4_2030),0.0
BRA,income per adult (b=0% ssp4_2030),0.0
BRA,total cost mil. (b=0% ssp2_2050),0.0
BRA,income per adult (b=0% ssp2_2050),0.0
MDA,total cost mil. (b=0% ssp2_2030),0.0
MDA,income per adult (b=0% ssp2_2030),0.0
MDA,total cost mil. (b=0% ssp4_2030),0.0
MDA,income per adult (b=0% ssp4_2030),0.0
MDA,total cost mil. (b=0% ssp2_2050),0.0
MDA,income per adult (b=0% ssp2_2050),0.0
TCD,total cost mil. (b=0% ssp2_2030),0.0
TCD,income per adult (b=0% ssp2_2030),0.0
TCD,total cost mil. (b=0% ssp4_2030),0.0
TCD,income per adult (b=0% ssp4_2030),0.0
TCD,total cost mil. (b=0% ssp2_2050),0.0
TCD,income per adult (b=0% ssp2_2050),0.0
MMR,total cost mil. (b=0% ssp2_2030),0.0
MMR,income per adult (b=0% ssp2_2030),0.0
MMR,total cost mil. (b=0% ssp4_2030),0.0
MMR,income per adult (b=0% ssp4_2030),0.0
MMR,total cost mil. (b=0% ssp2_2050),0.0
MMR,income per adult (b=0% ssp2_2050),0.0
ECU,total cost mil. (b=0% ssp2_2030),0.0
ECU,income per adult (b=0% ssp2_2030),0.0
ECU,total cost mil. (b=0% ssp4_2030),0.0
ECU,income per adult (b=0% ssp4_2030),0.0
ECU,total cost mil. (b=0% ssp2_2050),0.0
ECU,income per adult (b=0% ssp2_2050),0.0
BDI,total cost mil. (b=0% ssp2_2030),0.0
BDI,income per adult (b=0% ssp2_2030),0.0
BDI,total cost mil. (b=0% ssp4_2030),0.0
BDI,income per adult (b=0% ssp4_2030),0.0
BDI,total cost mil. (b=0% ssp2_2050),0.0
BDI,income per adult (b=0% ssp2_2050),0.0
CIV,total cost mil. (b=0% ssp2_2030),0.0
CIV,income per adult (b=0% ssp2_2030),0.0
CIV,total cost mil. (b=0% ssp4_2030),0.0
CIV,income per adult (b=0% ssp4_2030),0.0
CIV,total cost mil. (b=0% ssp2_2050),0.0
CIV,income per adult (b=0% ssp2_2050),0.0
VUT,total cost mil. (b=0% ssp2_2030),0.0
VUT,income per adult (b=0% ssp2_2030),0.0
VUT,total cost mil. (b=0% ssp4_2030),0.0
VUT,income per adult (b=0% ssp4_2030),0.0
VUT,total cost mil. (b=0% ssp2_2050),0.0
VUT,income per adult (b=0% ssp2_2050),0.0
ZMB,total cost mil. (b=0% ssp2_2030),0.0
ZMB,income per adult (b=0% ssp2_2030),0.0
ZMB,total cost mil. (b=0% ssp4_2030),0.0
ZMB,income per adult (b=0% ssp4_2030),0.0
ZMB,total cost mil. (b=0% ssp2_2050),0.0
ZMB,income per adult (b=0% ssp2_2050),0.0
CMR,total cost mil. (b=0% ssp2_2030),0.0
CMR,income per adult (b=0% ssp2_2030),0.0
CMR,total cost mil. (b=0% ssp4_2030),0.0
CMR,income per adult (b=0% ssp4_2030),0.0
CMR,total cost mil. (b=0% ssp2_2050),0.0
CMR,income per adult (b=0% ssp2_2050),0.0
CRI,total cost mil. (b=0% ssp2_2030),0.0
CRI,income per adult (b=0% ssp2_2030),0.0
CRI,total cost mil. (b=0% ssp4_2030),0.0
CRI,income per adult (b=0% ssp4_2030),0.0
CRI,total cost mil. (b=0% ssp2_2050),0.0
CRI,income per adult (b=0% ssp2_2050),0.0
TGO,total cost mil. (b=0% ssp2_2030),0.0
TGO,income per adult (b=0% ssp2_2030),0.0
TGO,total cost mil. (b=0% ssp4_2030),0.0
TGO,income per adult (b=0% ssp4_2030),0.0
TGO,total cost mil. (b=0% ssp2_2050),0.0
TGO,income per adult (b=0% ssp2_2050),0.0
COL,total cost mil. (b=0% ssp2_2030),0.0
COL,income per adult (b=0% ssp2_2030),0.0
COL,total cost mil. (b=0% ssp4_2030),0.0
COL,income per adult (b=0% ssp4_2030),0.0
COL,total cost mil. (b=0% ssp2_2050),0.0
COL,income per adult (b=0% ssp2_2050),0.0
KGZ,total cost mil. (b=0% ssp2_2030),0.0
KGZ,income per adult (b=0% ssp2_2030),0.0
KGZ,total cost mil. (b=0% ssp4_2030),0.0
KGZ,income per adult (b=0% ssp4_2030),0.0
KGZ,total cost mil. (b=0% ssp2_2050),0.0
KGZ,income per adult (b=0% ssp2_2050),0.0
MNG,total cost mil. (b=0% ssp2_2030),0.0
MNG,income per adult (b=0% ssp2_2030),0.0
MNG,total cost mil. (b=0% ssp4_2030),0.0
MNG,income per adult (b=0% ssp4_2030),0.0
MNG,total cost mil. (b=0% ssp2_2050),0.0
MNG,income per adult (b=0% ssp2_2050),0.0
TZA,total cost mil. (b=0% ssp2_2030),0.0
TZA,income per adult (b=0% ssp2_2030),0.0
TZA,total cost mil. (b=0% ssp4_2030),0.0
TZA,income per adult (b=0% ssp4_2030),0.0
TZA,total cost mil. (b=0% ssp2_2050),0.0
TZA,income per adult (b=0% ssp2_2050),0.0
TLS,total cost mil. (b=0% ssp2_2030),0.0
TLS,income per adult (b=0% ssp2_2030),0.0
TLS,total cost mil. (b=0% ssp4_2030),0.0
TLS,income per adult (b=0% ssp4_2030),0.0
TLS,total cost mil. (b=0% ssp2_2050),0.0
TLS,income per adult (b=0% ssp2_2050),0.0
KAZ,total cost mil. (b=0% ssp2_2030),0.0
KAZ,income per adult (b=0% ssp2_2030),0.0
KAZ,total cost mil. (b=0% ssp4_2030),0.0
KAZ,income per adult (b=0% ssp4_2030),0.0
KAZ,total cost mil. (b=0% ssp2_2050),0.0
KAZ,income per adult (b=0% ssp2_2050),0.0
SLE,total cost mil. (b=0% ssp2_2030),0.0
SLE,income per adult (b=0% ssp2_2030),0.0
SLE,total cost mil. (b=0% ssp4_2030),0.0
SLE,income per adult (b=0% ssp4_2030),0.0
SLE,total cost mil. (b=0% ssp2_2050),0.0
SLE,income per adult (b=0% ssp2_2050),0.0
IRQ,total cost mil. (b=0% ssp2_2030),0.0
IRQ,income per adult (b=0% ssp2_2030),0.0
IRQ,total cost mil. (b=0% ssp4_2030),0.0
IRQ,income per adult (b=0% ssp4_2030),0.0
IRQ,total cost mil. (b=0% ssp2_2050),0.0
IRQ,income per adult (b=0% ssp2_2050),0.0
TUR,total cost mil. (b=0% ssp2_2030),0.0
NGA,total cost mil. (b=0% ssp2_2030),0.0
NGA,income per adult (b=0% ssp2_2030),0.0
NGA,total cost mil. (b=0% ssp4_2030),0.0
NGA,income per adult (b=0% ssp4_2030),0.0
NGA,total cost mil. (b=0% ssp2_2050),0.0
NGA,income per adult (b=0% ssp2_2050),0.0
PSE,total cost mil. (b=0% ssp2_2030),0.0
GAB,total cost mil. (b=0% ssp2_2030),0.0
GAB,income per adult (b=0% ssp2_2030),0.0
GAB,total cost mil. (b=0% ssp4_2030),0.0
GAB,income per adult (b=0% ssp4_2030),0.0
GAB,total cost mil. (b=0% ssp2_2050),0.0
GAB,income per adult (b=0% ssp2_2050),0.0
BTN,total cost mil. (b=0% ssp2_2030),0.0
BTN,income per adult (b=0% ssp2_2030),0.0
BTN,total cost mil. (b=0% ssp4_2030),0.0
BTN,income per adult (b=0% ssp4_2030),0.0
BTN,total cost mil. (b=0% ssp2_2050),0.0
BTN,income per adult (b=0% ssp2_2050),0.0
PER,total cost mil. (b=0% ssp2_2030),0.0
PER,income per adult (b=0% ssp2_2030),0.0
PER,total cost mil. (b=0% ssp4_2030),0.0
PER,income per adult (b=0% ssp4_2030),0.0
PER,total cost mil. (b=0% ssp2_2050),0.0
PER,income per adult (b=0% ssp2_2050),0.0
CHL,total cost mil. (b=0% ssp2_2030),0.0
CHL,income per adult (b=0% ssp2_2030),0.0
CHL,total cost mil. (b=0% ssp4_2030),0.0
CHL,income per adult (b=0% ssp4_2030),0.0
CHL,total cost mil. (b=0% ssp2_2050),0.0
CHL,income per adult (b=0% ssp2_2050),0.0
LKA,total cost mil. (b=0% ssp2_2030),0.0
LKA,income per adult (b=0% ssp2_2030),0.0
LKA,total cost mil. (b=0% ssp4_2030),0.0
LKA,income per adult (b=0% ssp4_2030),0.0
LKA,total cost mil. (b=0% ssp2_2050),0.0
LKA,income per adult (b=0% ssp2_2050),0.0
NIC,total cost mil. (b=0% ssp2_2030),0.0
NIC,income per adult (b=0% ssp2_2030),0.0
NIC,total cost mil. (b=0% ssp4_2030),0.0
NIC,income per adult (b=0% ssp4_2030),0.0
NIC,total cost mil. (b=0% ssp2_2050),0.0
NIC,income per adult (b=0% ssp2_2050),0.0
GHA,total cost mil. (b=0% ssp2_2030),0.0
GHA,income per adult (b=0% ssp2_2030),0.0
GHA,total cost mil. (b=0% ssp4_2030),0.0
GHA,income per adult (b=0% ssp4_2030),0.0
GHA,total cost mil. (b=0% ssp2_2050),0.0
GHA,income per adult (b=0% ssp2_2050),0.0
STP,total cost mil. (b=0% ssp2_2030),0.0
STP,income per adult (b=0% ssp2_2030),0.0
STP,total cost mil. (b=0% ssp4_2030),0.0
STP,income per adult (b=0% ssp4_2030),0.0
STP,total cost mil. (b=0% ssp2_2050),0.0
STP,income per adult (b=0% ssp2_2050),0.0
COM,total cost mil. (b=0% ssp2_2030),0.0
COM,income per adult (b=0% ssp2_2030),0.0
COM,total cost mil. (b=0% ssp4_2030),0.0
COM,income per adult (b=0% ssp4_2030),0.0
COM,total cost mil. (b=0% ssp2_2050),0.0
COM,income per adult (b=0% ssp2_2050),0.0
LSO,total cost mil. (b=0% ssp2_2030),0.0
LSO,income per adult (b=0% ssp2_2030),0.0
LSO,total cost mil. (b=0% ssp4_2030),0.0
LSO,income per adult (b=0% ssp4_2030),0.0
LSO,total cost mil. (b=0% ssp2_2050),0.0
LSO,income per adult (b=0% ssp2_2050),0.0
FSM,total cost mil. (b=0% ssp2_2030),0.0
