,code,year,datalevel,cpi2011,icp2011
437,CYP,2016,2,0.968261230374797,0.711552766
438,CZE,1988,2,0.2848998360144489,14.900969240000002
439,CZE,1993,2,0.45941200407770516,14.900969240000002
440,CZE,1996,2,0.5992440090926417,14.900969240000002
441,CZE,2004,2,0.837816448470913,14.900969240000002
442,CZE,2005,2,0.853375537691599,14.900969240000002
443,CZE,2006,2,0.8749999812853156,14.900969240000002
444,CZE,2007,2,0.8999648463367202,14.900969240000002
445,CZE,2008,2,0.9571905336035633,14.900969240000002
446,CZE,2009,2,0.9669479209258169,14.900969240000002
447,CZE,2010,2,0.9811884483385627,14.900969240000002
448,CZE,2011,2,1.0,14.900969240000002
449,CZE,2012,2,1.0328762358990466,14.900969240000002
450,CZE,2013,2,1.0477320272779251,14.900969240000002
451,CZE,2014,2,1.0513361012102111,14.900969240000002
452,CZE,2015,2,1.0545885636509624,14.900969240000002
453,CZE,2016,2,1.0617967115155347,14.900969240000002
454,DEU,1991,2,1.3451713635579174,0.818029202
455,DEU,1994,2,1.5161920725735631,0.818029202
456,DEU,1995,2,1.5420607610755712,0.818029202
457,DEU,1998,2,1.6092874542321185,0.818029202
458,DEU,2000,2,1.6420224652645445,0.818029202
459,DEU,2001,2,1.6745978453714372,0.818029202
460,DEU,2002,2,1.6983906009306833,0.818029202
461,DEU,2003,2,0.8773677523396957,0.818029202
462,DEU,2004,2,0.8919823813043489,0.818029202
463,DEU,2005,2,0.9057805188158901,0.818029202
464,DEU,2006,2,0.9200685960450392,0.818029202
465,DEU,2007,2,0.9412149324058835,0.818029202
466,DEU,2008,2,0.9659536368288769,0.818029202
467,DEU,2009,2,0.9689745206681687,0.818029202
468,DEU,2010,2,0.9796701550922675,0.818029202
469,DEU,2011,2,1.0,0.818029202
470,DEU,2013,2,1.0354343388470921,0.818029202
471,DEU,2015,2,1.047273016459807,0.818029202
472,DJI,2002,2,0.6828939424899101,101.48058389999998
473,DJI,2012,2,1.0373120965328126,101.48058389999998
474,DJI,2013,2,1.0653821068715061,101.48058389999998
475,DJI,2017,2,1.1066988070047803,101.48058389999998
476,DNK,2003,2,0.8504778381659639,8.523886415
477,DNK,2004,2,0.8602954267741725,8.523886415
478,DNK,2005,2,0.8759339557403317,8.523886415
479,DNK,2006,2,0.8927888526850156,8.523886415
480,DNK,2007,2,0.9079061765477602,8.523886415
481,DNK,2008,2,0.9389227061741126,8.523886415
482,DNK,2009,2,0.9511728822478878,8.523886415
483,DNK,2010,2,0.9731537794126361,8.523886415
484,DNK,2011,2,1.0,8.523886415
485,DNK,2012,2,1.023979147044136,8.523886415
486,DNK,2013,2,1.0320590883246643,8.523886415
487,DNK,2014,2,1.037880102928356,8.523886415
488,DNK,2015,2,1.0425716913165004,8.523886415
489,DNK,2016,2,1.0451780880622796,8.523886415
490,DOM,1986,2,0.03147157989844043,20.74102992
491,DOM,1989,2,0.0723143100659668,20.74102992
492,DOM,1992,2,0.16763258461091168,20.74102992
493,DOM,1996,2,0.2228180298241704,20.74102992
494,DOM,1997,2,0.2400963405904591,20.74102992
495,DOM,2000,2,0.3042757135986031,20.74102992
496,DOM,2001,2,0.32224867109218136,20.74102992
497,DOM,2002,2,0.3396027992781982,20.74102992
498,DOM,2003,2,0.45214902878703295,20.74102992
499,DOM,2004,2,0.6686854991292557,20.74102992
500,DOM,2005,2,0.6968825941230454,20.74102992
501,DOM,2006,2,0.7298419847560064,20.74102992
502,DOM,2007,2,0.7795635799055254,20.74102992
503,DOM,2008,2,0.8932129400233693,20.74102992
504,DOM,2009,2,0.8791951093946825,20.74102992
505,DOM,2010,2,0.9293060203750243,20.74102992
506,DOM,2011,2,1.0182398102900159,20.74102992
507,DOM,2012,2,1.0447589387533325,20.74102992
508,DOM,2013,2,1.0983654623694237,20.74102992
509,DOM,2014,2,1.129430726192397,20.74102992
510,DOM,2015,2,1.1338821512054755,20.74102992
511,DOM,2016,2,1.1492253610408094,20.74102992
512,DOM,2017,2,1.1848525730455721,20.74102992
513,DZA,1988,2,0.11611206211122364,31.772286910000002
514,DZA,1995,2,0.4954074383017997,31.772286910000002
515,DZA,2011,2,1.0151154753468208,31.772286910000002
516,ECU,1987,2,76.9697061726756,0.547234451
517,ECU,1994,2,1381.8791191848563,0.547234451
518,ECU,1995,2,1772.3492058154377,0.547234451
519,ECU,1998,2,3613.0995389073014,0.547234451
520,ECU,1999,2,5013.802620157261,0.547234451
521,ECU,2000,2,0.5085517401542624,0.547234451
522,ECU,2003,2,0.7403129992988272,0.547234451
523,ECU,2004,2,0.7528992937109057,0.547234451
524,ECU,2005,2,0.7835405805802425,0.547234451
525,ECU,2006,2,0.8004680348641423,0.547234451
526,ECU,2007,2,0.8220691908495718,0.547234451
527,ECU,2008,2,0.8971786770512693,0.547234451
528,ECU,2009,2,0.9331921343480666,0.547234451
529,ECU,2010,2,0.9648448807926043,0.547234451
530,ECU,2011,2,1.0182259968764298,0.547234451
531,ECU,2012,2,1.066795294471665,0.547234451
532,ECU,2013,2,1.0913806815658804,0.547234451
533,ECU,2014,2,1.1324435064824387,0.547234451
534,ECU,2015,2,1.1709688896502322,0.547234451
535,ECU,2016,2,1.1832474476981625,0.547234451
536,ECU,2017,2,1.1807225963169292,0.547234451
537,EGY,1990,2,0.19122008567494722,2.777
538,EGY,1995,2,0.3500887990401655,2.777
539,EGY,1999,2,0.4069126110824225,2.777
540,EGY,2004,2,0.5123810066518607,2.777
541,EGY,2008,2,0.7515900873948803,2.777
542,EGY,2010,2,0.9534092217899407,2.777
543,EGY,2012,2,1.1206334522173234,2.777
544,EGY,2015,2,1.4247838143632294,2.777
545,ESP,2003,2,0.8093921208032603,0.7769170029999999
546,ESP,2004,2,0.8339911097967821,0.7769170029999999
547,ESP,2005,2,0.8620837823101591,0.7769170029999999
548,ESP,2006,2,0.8923892097699822,0.7769170029999999
549,ESP,2007,2,0.9172604127198293,0.7769170029999999
550,ESP,2008,2,0.954644807733183,0.7769170029999999
551,ESP,2009,2,0.9518954615604986,0.7769170029999999
552,ESP,2010,2,0.9690284541951224,0.7769170029999999
553,ESP,2011,2,1.0,0.7769170029999999
554,ESP,2012,2,1.0244599987062073,0.7769170029999999
555,ESP,2013,2,1.0388899999075862,0.7769170029999999
556,ESP,2014,2,1.037322662625105,0.7769170029999999
557,ESP,2015,2,1.032131227531906,0.7769170029999999
558,ESP,2016,2,1.0300394237078248,0.7769170029999999
559,EST,1988,2,0.13362307704821147,0.608563436
560,EST,1993,2,3.2922984330264957,0.608563436
561,EST,1995,2,6.260131068768827,0.608563436
562,EST,1998,2,9.217452710130123,0.608563436
563,EST,2000,2,9.903881619771473,0.608563436
564,EST,2001,2,10.473184934202934,0.608563436
565,EST,2002,2,10.84727797570789,0.608563436
566,EST,2003,2,10.992087781838444,0.608563436
567,EST,2004,2,11.3271387687581,0.608563436
568,EST,2005,2,11.789254103708465,0.608563436
569,EST,2006,2,12.312416498059475,0.608563436
570,EST,2007,2,13.125198504671593,0.608563436
571,EST,2008,2,14.485278820899829,0.608563436
572,EST,2009,2,14.473921545781206,0.608563436
573,EST,2010,2,14.904092554549399,0.608563436
574,EST,2011,2,1.0,0.608563436
575,EST,2012,2,1.039333982936861,0.608563436
576,EST,2013,2,1.0682333700673274,0.608563436
577,EST,2014,2,1.0670991559126952,0.608563436
578,EST,2015,2,1.0618455212966567,0.608563436
579,EST,2016,2,1.0634243514696164,0.608563436
580,ETH,1981,2,0.10490469086541539,5.438613626
581,ETH,1995,2,0.2709603301121341,5.438613626
582,ETH,1996,2,0.2709603301121341,5.438613626
583,ETH,1999,2,0.28100466764513804,5.438613626
584,ETH,2000,2,0.28100466764513804,5.438613626
585,ETH,2004,2,0.32129668775949255,5.438613626
586,ETH,2010,2,0.8752346504831454,5.438613626
587,ETH,2015,2,1.6441348000250553,5.438613626
588,FIN,2003,2,0.8748922910490616,0.9802462780000001
589,FIN,2004,2,0.8765293933300716,0.9802462780000001
590,FIN,2005,2,0.8819978357878188,0.9802462780000001
591,FIN,2006,2,0.8958157875944076,0.9802462780000001
592,FIN,2007,2,0.918306744468924,0.9802462780000001
593,FIN,2008,2,0.9556446424977618,0.9802462780000001
594,FIN,2009,2,0.9556446424977618,0.9802462780000001
595,FIN,2010,2,0.9669607957124164,0.9802462780000001
596,FIN,2011,2,1.0,0.9802462780000001
597,FIN,2012,2,1.0280833383990968,0.9802462780000001
598,FIN,2013,2,1.0432813664695249,0.9802462780000001
599,FIN,2014,2,1.0541439617181732,0.9802462780000001
600,FIN,2015,2,1.0519520845665762,0.9802462780000001
601,FIN,2016,2,1.055704266041699,0.9802462780000001
602,FJI,2002,2,0.7010193063877894,1.216540939
603,FJI,2008,2,0.8851489636508879,1.216540939
604,FJI,2013,2,1.065589130318989,1.216540939
605,FRA,2003,2,0.8740716040104988,0.879754085
606,FRA,2004,2,0.8927949709394917,0.879754085
607,FRA,2005,2,0.9083820489449655,0.879754085
608,FRA,2006,2,0.9235985343961071,0.879754085
609,FRA,2007,2,0.9373416902950551,0.879754085
610,FRA,2008,2,0.9637078562109855,0.879754085
611,FRA,2009,2,0.9645522244481851,0.879754085
612,FRA,2010,2,0.9793207113195329,0.879754085
613,FRA,2011,2,1.0,0.879754085
614,FRA,2012,2,1.019541958063119,0.879754085
615,FRA,2013,2,1.028347939486719,0.879754085
616,FRA,2014,2,1.0335694839745244,0.879754085
617,FRA,2015,2,1.0339571865479984,0.879754085
618,FRA,2016,2,1.0358528122931527,0.879754085
619,FSM,2000,2,0.6891766103068769,0.998254747
620,FSM,2005,2,0.7386821679353994,0.998254747
621,FSM,2013,2,1.0685877151506809,0.998254747
622,GAB,2005,2,0.8764677496094453,359.2185311
623,GAB,2017,2,1.1282732974527838,359.2185311
624,GBR,2004,2,0.8316331717872553,0.756404104
625,GBR,2005,2,0.8484551990989544,0.756404104
626,GBR,2006,2,0.8692904118146768,0.756404104
627,GBR,2007,2,0.890036516093733,0.756404104
628,GBR,2008,2,0.9213783701427821,0.756404104
629,GBR,2009,2,0.9394533516966745,0.756404104
630,GBR,2010,2,0.9628706521620953,0.756404104
631,GBR,2011,2,1.0,0.756404104
632,GBR,2012,2,1.0257323567499237,0.756404104
633,GBR,2013,2,1.0492387656520108,0.756404104
634,GBR,2014,2,1.0644644810686077,0.756404104
635,GBR,2015,2,1.0683821669114884,0.756404104
636,GBR,2016,2,1.0791559131712114,0.756404104
637,GEO,1996,2,0.3538437888852971,0.841907089
638,GEO,1997,2,0.37892290112440913,0.841907089
639,GEO,1998,2,0.39243831719528705,0.841907089
640,GEO,1999,2,0.46775775168502515,0.841907089
641,GEO,2000,2,0.48676725190148074,0.841907089
642,GEO,2001,2,0.5093826577874552,0.841907089
643,GEO,2002,2,0.5378461593178968,0.841907089
644,GEO,2003,2,0.5634713834086166,0.841907089
645,GEO,2004,2,0.5953812692948216,0.841907089
646,GEO,2005,2,0.644569994993301,0.841907089
647,GEO,2006,2,0.7036188177934832,0.841907089
648,GEO,2007,2,0.7686676663195083,0.841907089
649,GEO,2008,2,0.8455305108147296,0.841907089
650,GEO,2009,2,0.8601371665401812,0.841907089
651,GEO,2010,2,0.9212944541338091,0.841907089
652,GEO,2011,2,1.0,0.841907089
653,GEO,2012,2,0.9905634655494059,0.841907089
654,GEO,2013,2,0.9854911868252194,0.841907089
655,GEO,2014,2,1.0157340240230173,0.841907089
656,GEO,2015,2,1.0563997638564417,0.841907089
657,GEO,2016,2,1.0789531043887937,0.841907089
658,GEO,2017,2,1.144071328344066,0.841907089
659,GHA,1987,2,0.007389499805867672,0.7880219817161561
660,GHA,1988,2,0.009449400007724762,0.7880219817161561
661,GHA,1991,2,0.01827310025691986,0.7880219817161561
662,GHA,1998,2,0.10238929837942123,0.7880219817161561
663,GHA,2005,2,0.3790605068206787,0.7880219817161561
664,GHA,2012,2,1.2509000301361084,0.7880219817161561
665,GHA,2016,2,1.676200032234192,0.788021981716156
666,GIN,1991,2,0.11064905653556448,2572.34312
667,GIN,1994,2,0.14464399911545767,2572.34312
668,GIN,2002,2,0.20872986912731822,2572.34312
669,GIN,2007,2,0.5758964362847713,2572.34312
670,GIN,2012,2,1.1522510745868386,2572.34312
671,GMB,1998,2,0.4645978762926451,10.82647365
672,GMB,2003,2,0.6726082891637456,10.82647365
673,GMB,2010,2,0.9578920324391151,10.82647365
674,GMB,2015,2,1.274937601763551,10.82647365
675,GNB,1991,2,0.06872231790690747,248.23580730000003
676,GNB,1993,2,0.17260792543731562,248.23580730000003
677,GNB,2002,2,0.7966682603892349,248.23580730000003
678,GNB,2010,2,0.9519629551378597,248.23580730000003
679,GRC,2003,2,0.7749649799035001,0.758253883
680,GRC,2004,2,0.797430043240922,0.758253883
681,GRC,2005,2,0.8256995232895825,0.758253883
682,GRC,2006,2,0.8520884175110229,0.758253883
683,GRC,2007,2,0.8767563578863367,0.758253883
684,GRC,2008,2,0.9131662567821441,0.758253883
685,GRC,2009,2,0.9242163782707943,0.758253883
686,GRC,2010,2,0.9677744230285894,0.758253883
687,GRC,2011,2,1.0,0.758253883
688,GRC,2012,2,1.0150153001568558,0.758253883
689,GRC,2013,2,1.005655121676192,0.758253883
690,GRC,2014,2,0.9924688702869803,0.758253883
691,GRC,2015,2,0.9752392486162522,0.758253883
692,GRC,2016,2,0.9671871368224759,0.758253883
693,GTM,1986,2,0.09319915080294246,3.8732391800000006
694,GTM,1989,2,0.12173541216520183,3.8732391800000006
695,GTM,1998,2,0.4394791670467265,3.8732391800000006
696,GTM,2000,2,0.48987534497721313,3.8732391800000006
697,GTM,2006,2,0.7537989512006344,3.8732391800000006
698,GTM,2011,2,1.0094982450616525,3.8732391800000006
699,GTM,2014,2,1.124724189969371,3.8732391800000006
700,GUY,1992,2,0.3145816881687258,133.2612
701,GUY,1998,2,0.47874548625611046,133.2612
702,HND,1986,2,0.05822188939815541,10.08031428
703,HND,1989,2,0.06849160588031082,10.08031428
704,HND,1990,2,0.08060912167183022,10.08031428
705,HND,1991,2,0.11201409759262959,10.08031428
706,HND,1992,2,0.12269359949076886,10.08031428
707,HND,1993,2,0.13334293330444988,10.08031428
708,HND,1994,2,0.1742508558295249,10.08031428
709,HND,1995,2,0.21147827205072184,10.08031428
710,HND,1996,2,0.25647750135392966,10.08031428
711,HND,1997,2,0.315599180770507,10.08031428
712,HND,1998,2,0.3585580989077321,10.08031428
713,HND,1999,2,0.39896500210611224,10.08031428
714,HND,2001,2,0.49150903846655347,10.08031428
715,HND,2002,2,0.5261404132252259,10.08031428
716,HND,2003,2,0.5686739955393103,10.08031428
717,HND,2004,2,0.6137595927922406,10.08031428
718,HND,2005,2,0.6686279139774094,10.08031428
719,HND,2006,2,0.7094601529989312,10.08031428
720,HND,2007,2,0.7524190711361564,10.08031428
721,HND,2008,2,0.8370608999411845,10.08031428
722,HND,2009,2,0.8885265345412269,10.08031428
723,HND,2010,2,0.9272320944470435,10.08031428
724,HND,2011,2,0.9986885127347096,10.08031428
725,HND,2012,2,1.0501541473347455,10.08031428
726,HND,2013,2,1.1007691102885095,10.08031428
727,HND,2014,2,1.1692481778141814,10.08031428
728,HND,2015,2,1.210080416835705,10.08031428
729,HND,2016,2,1.2385779169861444,10.08031428
730,HND,2017,2,1.288767544116763,10.08031428
731,HRV,1988,2,1.164244301161731e-05,4.358502824
732,HRV,1998,2,0.6813538045346882,4.358502824
733,HRV,1999,2,0.708738368997364,4.358502824
734,HRV,2000,2,0.7414205313311812,4.358502824
735,HRV,2001,2,0.7694217896403194,4.358502824
736,HRV,2004,2,0.8124736608677796,4.358502824
737,HRV,2008,2,0.9454795632210804,4.358502824
738,HRV,2009,2,0.9679681083100932,4.358502824
739,HRV,2010,2,0.9779951100244499,4.358502824
740,HRV,2011,2,1.0,4.358502824
741,HRV,2012,2,1.0342298288508558,4.358502824
742,HRV,2013,2,1.057049739623128,4.358502824
743,HRV,2014,2,1.0548491909334887,4.358502824
744,HRV,2015,2,1.049533760052147,4.358502824
745,HRV,2016,2,1.037726516537095,4.358502824
746,HTI,2001,2,0.28151397931931105,20.70574367
747,HTI,2012,2,1.0888479048799613,20.70574367
748,HUN,1987,2,0.05102817416408958,137.8828724
749,HUN,1989,2,0.06917846417011866,137.8828724
750,HUN,1993,2,0.1813021630777116,137.8828724
751,HUN,1998,2,0.46106818355163587,137.8828724
752,HUN,1999,2,0.5071645741546051,137.8828724
753,HUN,2000,2,0.5568850215708754,137.8828724
754,HUN,2001,2,0.6076551813595689,137.8828724
755,HUN,2002,2,0.6396509459523841,137.8828724
756,HUN,2003,2,0.6694651410998566,137.8828724
757,HUN,2004,2,0.7146162436703986,137.8828724
758,HUN,2005,2,0.740067373336212,137.8828724
759,HUN,2006,2,0.7691544520775966,137.8828724
760,HUN,2007,2,0.8303695050682693,137.8828724
761,HUN,2008,2,0.8805447214028347,137.8828724
762,HUN,2009,2,0.9176306678833968,137.8828724
763,HUN,2010,2,0.9621867902952974,137.8828724
764,HUN,2011,2,1.0,137.8828724
765,HUN,2012,2,1.0565214266633183,137.8828724
766,HUN,2013,2,1.0748330146525151,137.8828724
767,HUN,2014,2,1.072387099303253,137.8828724
768,HUN,2015,2,1.0717260510208884,137.8828724
769,HUN,2016,2,1.075956833437048,137.8828724
770,IDN,1984,0,0.07999320328235626,3666.159912109375
771,IDN,1984,1,0.07999320328235626,4360.47998046875
772,IDN,1987,0,0.09687585383653641,3666.159912109375
773,IDN,1987,1,0.09687585383653641,4360.47998046875
774,IDN,1990,0,0.1200944185256958,3666.159912109375
775,IDN,1990,1,0.1200944185256958,4360.47998046875
776,IDN,1993,0,0.15495820343494415,3666.159912109375
777,IDN,1993,1,0.15495820343494415,4360.47998046875
778,IDN,1996,0,0.19869489967823029,3666.159912109375
779,IDN,1996,1,0.19869489967823029,4360.47998046875
780,IDN,1998,0,0.33443617820739746,3666.159912109375
781,IDN,1998,1,0.33443617820739746,4360.47998046875
782,IDN,1999,0,0.4029214382171631,3666.159912109375
783,IDN,1999,1,0.4029214382171631,4360.47998046875
784,IDN,2000,0,0.40785157680511475,3666.159912109375
785,IDN,2000,1,0.40785157680511475,4360.47998046875
786,IDN,2001,0,0.44504305720329285,3666.159912109375
787,IDN,2001,1,0.44504305720329285,4360.47998046875
788,IDN,2002,0,0.5112659931182861,3666.159912109375
789,IDN,2002,1,0.5112659931182861,4360.47998046875
790,IDN,2003,0,0.5503406524658203,3666.159912109375
791,IDN,2003,1,0.5503406524658203,4360.47998046875
792,IDN,2004,0,0.5753704309463501,3666.159912109375
793,IDN,2004,1,0.5753704309463501,4360.47998046875
794,IDN,2005,0,0.6165635585784912,3666.159912109375
795,IDN,2005,1,0.6165635585784912,4360.47998046875
796,IDN,2006,0,0.7271966338157654,3666.159912109375
797,IDN,2006,1,0.7271966338157654,4360.47998046875
798,IDN,2007,0,0.7730191349983215,3666.159912109375
799,IDN,2007,1,0.7730191349983215,4360.47998046875
800,IDN,2008,0,0.838143527507782,3666.159912109375
801,IDN,2008,1,0.838143527507782,4360.47998046875
802,IDN,2009,0,0.8965985774993896,3666.159912109375
803,IDN,2009,1,0.8965985774993896,4360.47998046875
804,IDN,2010,0,0.9273562431335449,3666.159912109375
805,IDN,2010,1,0.9273562431335449,4360.47998046875
806,IDN,2011,0,0.9890282154083252,3666.159912109375
807,IDN,2011,1,0.9890282154083252,4360.47998046875
808,IDN,2012,0,1.0282597541809082,3666.159912109375
809,IDN,2012,1,1.0282597541809082,4360.47998046875
810,IDN,2013,0,1.082108497619629,3666.159912109375
811,IDN,2013,1,1.082108497619629,4360.47998046875
812,IDN,2014,0,1.1613609790802002,3666.159912109375
813,IDN,2014,1,1.1613609790802002,4360.47998046875
814,IDN,2015,0,1.2355036735534668,3666.159912109375
815,IDN,2015,1,1.2355036735534668,4360.47998046875
816,IDN,2016,0,1.2904589176177979,3666.159912109375
817,IDN,2016,1,1.2904589176177979,4360.47998046875
818,IDN,2017,0,1.3370718955993652,3666.159912109375
819,IDN,2017,1,1.3370718955993652,4360.47998046875
820,IDN,2018,0,,3666.159912109375
821,IDN,2018,1,,4360.47998046875
822,IND,1977,0,0.0911194309592247,12.907999992370605
823,IND,1977,1,0.07459203153848648,15.694999694824219
824,IND,1983,0,0.14441841840744019,12.907999992370605
825,IND,1983,1,0.12170078605413437,15.694999694824219
826,IND,1987,0,0.18324972689151764,12.907999992370605
827,IND,1987,1,0.1722807139158249,15.694999694824219
828,IND,1993,0,0.32350218296051025,12.907999992370605
829,IND,1993,1,0.29812759160995483,15.694999694824219
830,IND,2004,0,0.5681251883506775,12.907999992370605
831,IND,2004,1,0.5916497707366943,15.694999694824219
832,IND,2009,0,0.8799501657485962,12.907999992370605
833,IND,2009,1,0.8768494129180908,15.694999694824219
834,IND,2011,0,1.0340626239776611,12.907999992370605
835,IND,2011,1,1.042210578918457,15.694999694824219
836,IND,2014,0,1.342702865600586,12.907999992370605
837,IND,2014,1,1.3285465240478516,15.694999694824219
838,IRL,2003,2,0.8675260980648064,0.9517142490000001
839,IRL,2004,2,0.8866084388652721,0.9517142490000001
840,IRL,2005,2,0.908150240701495,0.9517142490000001
841,IRL,2006,2,0.943855461266669,0.9517142490000001
842,IRL,2007,2,0.9900772006377443,0.9517142490000001
843,IRL,2008,2,1.0302773110944077,0.9517142490000001
844,IRL,2009,2,0.9841404525509477,0.9517142490000001
845,IRL,2010,2,0.9750657175487428,0.9517142490000001
846,IRL,2011,2,1.0,0.9517142490000001
847,IRL,2012,2,1.0169621055087286,0.9517142490000001
848,IRL,2013,2,1.022135521279869,0.9517142490000001
849,IRL,2014,2,1.024001337263591,0.9517142490000001
850,IRL,2015,2,1.0210329632201927,0.9517142490000001
851,IRL,2016,2,1.0211177696561977,0.9517142490000001
852,IRN,1986,2,0.01160685530791573,5001.36341
853,IRN,1990,2,0.024404157968216107,5001.36341
854,IRN,1994,2,0.06091118917563179,5001.36341
855,IRN,1998,2,0.15520448256035496,5001.36341
856,IRN,2005,2,0.39800601496129306,5001.36341
857,IRN,2006,2,0.4453014614401695,5001.36341
858,IRN,2009,2,0.7322983024928205,5001.36341
859,IRN,2013,2,1.7587857595175975,5001.36341
860,IRN,2014,2,2.032390137030896,5001.36341
861,IRN,2015,2,2.274596321142566,5001.36341
862,IRN,2016,2,2.4800971999257486,5001.36341
863,IRQ,2006,2,0.7302039861679077,1003.799
864,IRQ,2012,2,1.0605599880218506,1003.799
865,ISL,2003,2,0.6011812753330986,138.8949544
866,ISL,2004,2,0.6201677525852938,138.8949544
867,ISL,2005,2,0.6448941553034441,138.8949544
